segment,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
o̞ˤː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,+,-,+,-,-,-,0,-,-,0
a̰ḭ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+",-,+,-,-,+,-,-,+,0,-,-,0
bɡ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"+,-",-,-,-,0,0,0,"-,+",+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
bɾ,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,"+,-",-,-,"-,+",+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ŋɣᶣ,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,+,0,-,0,0,0,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ŋǁʼ,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,-,+,-,+,-,+
d̺ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
pt,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
o̘ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,+,+,-,-,-,0,-,-,0
t̪ʲʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,+,+,0,0,0,-,-,+,-,-,-,-,-
uɛ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,"-,+","+,-","+,-",-,-,+,-,-,-,0,-,-,0
t̪ʼː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
ɯ̤i̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,+,-,0,-,-,0
χʷʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-
ɬ̪ʷː,0,-,-,-,+,+,-,+,+,-,-,-,-,+,+,+,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɲ̤cʰ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,"+,-",-,+,-,-,-,-,-
˧˨ˤ,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,-,0,0,0,0,0,0,0,0
n̤d̤z̤,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
uɨ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,-,"+,-",+,-,-,+,-,-,-,0,-,-,0
uɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,+,-,"-,+","+,-","+,-",-,-,+,-,-,-,0,-,-,0
ʈʂʷ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
kǃǃʰʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
ɔõ̯,0,-,-,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,"-,+",-,-,+,-,-,-,0,-,-,0
b̩,0,-,+,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
wei̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,"+,-,-",+,-,-,0,0,0,+,"+,-,+",-,"-,+,+","+,-,-",+,-,-,+,-,-,-,-,-,-,-
fʃ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,"+,-",-,+,"-,+",-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ð͉,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɡⁿ,0,-,-,-,-,+,-,-,-,-,-,-,"-,+",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
b̻,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,+,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
˦˥˦,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ʑː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
tʼkxʼ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
kpˤ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,+,-,-,-,-,-,-,-,-,-
mʷː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
z̞̩ˠ,0,-,+,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
ˀt̪s,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
ŋ̤kʰ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,"+,-",-,+,-,-,-,-,-
nˤː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
uˀ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,+,0,-,-,0
kʷʰː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
ħ͈ː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,0,0,-,-,-,-,+,-,-,-
kǂ͓ˡ,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,+
b͈,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,+,-,-,-
b͉,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
d͈ː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,+,-,-,-
ʒ̤,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
õ̞̰,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,+,0,-,-,0
oːu,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,0,-,-,0
ŋǃǃʰ,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,+
iːe,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
ŋ̥ǂˀ,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,-,-,-,+,-,-,-,+
p̃,0,-,-,-,-,+,-,-,-,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɤ̞̟̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,-,0,-,-,0
ŋ̥ǂʰ,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,+
˧˩̰,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,+,0,0,0,0
p̻,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,+,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ʒ͇,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ʃ͈ʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
p̪,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
kǀ͓ˠʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,+,0,0,0,-,-,+,-,-,-,-,+
qǀʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,+
ieː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
qǀʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,-,-,-,+,0,0,0,-,-,+,-,-,-,-,+
mbˠ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
b̃ʷ,0,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɑ̃ĩ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"-,+","+,-","-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
˥˨˧,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dlʷ,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,-,-,"-,+",+,+,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɡ̩,0,-,+,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
br,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,"-,+",-,-,"+,-",-,-,"-,+",+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
bⁿ,0,-,-,-,-,+,-,-,-,-,-,-,"-,+",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɯ̞̆,0,-,+,+,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
k͉ʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
ɬʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,+,+,+,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɡ̙,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,+,-,+,-,-,-,-,-,-,-
ɡˡ,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+",-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
ɡǃǃxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,-,+,-,+,-,+
d̠ʒɾ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
œ̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,+,-,-,-,-,+,-,+,-,0,-,-,0
pɸ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
pɾ,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,"+,-",-,-,"-,+",+,-,-,-,0,0,0,0,0,0,0,"-,+",-,-,-,-,-,-,-
iẽ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
kǀʰʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
uy,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,"-,+","+,-",+,-,-,+,-,-,-,0,-,-,0
kǀʰʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,+
ɾ̪̊,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɯ̤ə̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,-,"+,-","+,-",-,-,+,-,+,-,0,-,-,0
ɡɦ,0,-,-,-,-,"+,-",-,"-,+","-,+",-,-,-,-,-,-,0,0,-,0,0,0,"+,-",+,-,-,-,0,0,0,+,-,"-,+",-,-,-,-,-
ŭ̃,0,-,+,+,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
m̤ʰ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
ŋːʷ,0,-,-,-,+,+,+,-,0,-,-,-,+,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
ˀb͉,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
ɡɓ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,+,-,-,-,-,-,"-,+",-
pˤ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,+,-,-,-,-,-,-,-,-,-
z̪ː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
t̪ɬ̪ˀ,0,-,-,-,-,+,-,-,+,-,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
ˀt̪ɬ,0,-,-,-,-,+,-,-,+,-,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
t̪ɬ̪ː,0,-,-,-,+,+,-,-,+,-,-,-,-,+,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
pʱ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ʒˀ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
ɭ̤,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
tsɦ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ˀk,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,-,-,-
ɭ̩,0,-,+,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ˀs,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
ˀq,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,-,-,-
ʛ̥,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,+,-,-,-,+,-
p͉ʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,+,+,0,0,0,-,-,-,-,-,-,-,-
ˀy,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,+,0,-,-,0
ŋ̥m̥,0,-,-,-,-,+,+,-,0,-,-,-,+,-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,-,-,+,-,-,-,-,-
eu̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
ɨ̃ĩ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,"-,+",-,+,-,-,+,-,-,-,0,-,-,0
ɰ̃,0,-,-,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,+,+,0,0,+,-,-,-,-,-,-,-
χ͈ʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,+,-,-,-
ɭ͓,0,-,-,-,-,+,-,+,+,-,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ŋ̥ǁ͓ʰ,0,-,-,-,-,+,-,-,+,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,+
kpɾ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
uei,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-,-",+,-,-,0,0,0,+,"+,-,+",-,"-,+,+","+,-,-",+,-,-,+,-,-,-,0,-,-,0
tsˀ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
tsˠ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,+,+,-,-,+,0,0,0,-,-,-,-,-,-,-,-
ɳʈr̠̥,0,-,-,-,-,+,"+,-,+","-,+",-,"-,+",-,"-,+","+,-,-",-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ʃt,0,-,-,-,-,+,-,"+,-","+,-",-,-,-,-,-,-,0,0,+,"-,+","+,-","+,-",-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ŋɣʷ,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
ˀɡb,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,+,-,-,-,-
ŋǂ͓ˡ,0,-,-,-,-,+,-,-,+,-,-,-,+,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,-,-,-,-,-,+
œu,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"+,-","-,+","-,+",-,-,+,-,-,-,0,-,-,0
lʔ,0,-,-,-,-,+,"+,-","+,-",-,"+,-",-,-,-,"+,-",-,0,0,"+,-",+,-,-,-,0,0,0,0,0,0,0,"+,-",-,-,"-,+",-,-,-,-
˧˥˨,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
χ͈,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,+,-,-,-
ɧ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
t̠n̠,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,"-,+",-,-,-,-,-,-,-
tsʱ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ũə,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"+,-",+,-,-,0,0,0,+,"+,-",-,-,"+,-","+,-",-,-,+,-,-,-,0,-,-,0
l͉,0,-,-,-,-,+,+,+,0,+,-,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɡ̰ǀ͓x,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,+,-,-,+,-,-,-,+
tsʷʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,+,-,+,-,-
cçʷʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,+,-,+,-,+,+,-,+,-,0,0,0,-,-,+,-,-,-,-,-
χʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,-
kǂ͓ˡʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,+
ɔ̙ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,+,-,+,-,-,-,0,-,-,0
ɡ̟ʲ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
aː̃,0,-,+,-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,-,-,-,0,-,-,0
kǃǃxʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,+
ŋ̥ǂ͓ˡxˀ,0,-,-,-,-,+,-,-,+,-,-,-,+,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,-,-,-,+,-,-,-,+
æe̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
ɲ̤ɟ̤,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,+,-,-,-,-,-
ẽĩ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"-,+",-,+,-,+,-,-,+,-,-,-,0,-,-,0
ʔɾ,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,-,0,0,"-,+",+,-,-,-,0,0,0,0,0,0,0,"-,+",-,-,"+,-",-,-,-,-
dᶣ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
t̪s̪ʷː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,+,+,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɭʷ,0,-,-,-,-,+,+,+,0,+,-,-,-,+,+,+,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɤ̤i̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+","+,-",+,-,-,+,-,+,-,0,-,-,0
kǁ͓ˀ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,-,+,-,-,-,+
ou̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,0,-,-,0
z̪ʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,+,+,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɭː,0,-,-,-,+,+,+,+,0,+,-,-,-,+,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɜɪ̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+",-,-,-,-,+,-,-,-,0,-,-,0
oũ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,-,-,+,-,-,-,0,-,-,0
ʼŋǃ,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,-,+,-,+,-,+
ou̙,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,-,+,+,+,-,+,-,-,-,0,-,-,0
b̤z̤,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,"+,-",-,-,"-,+",+,-,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
ɕʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,+,+,-,+,-,0,0,0,-,-,-,+,-,+,-,-
dʼkxʼ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
ʃˀ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
